"AIRCRAFT","CALLSIGN","DESTINATIONAIRPORT","ICAO24","ID","LASTOBSERVATION","ORIGINAIRPORT","ORIGINCOUNTRY","SPOTTEDDATE","SPOTTEDPL","UUID"
"reg: TC-ACM, hex: 4B846D, airline: Qatar Airways, model: B747-428FER","QTR8221 ","EDDF","4b846d","172","2022-05-11 16:41:09.694","OTHH","Turkey","2022-05-11 16:41:09.694","true",""
"reg: VQ-BVB, hex: 4243C3, airline: Silk Way West, model: B747-83QF","AZG203  ","EHAM","4243c3","173","2022-05-11 16:46:35.462","UBBB","United Kingdom","2022-05-11 16:46:35.462","true",""
"reg: TC-ACM, hex: 4B846D, airline: Qatar Airways, model: B747-428FER","QTR8221 ","EDDF","4b846d","174","2022-05-11 16:46:35.462","OTHH","Turkey","2022-05-11 16:46:35.462","true",""
"reg: VQ-BVB, hex: 4243C3, airline: Silk Way West, model: B747-83QF","AZG203  ","EHAM","4243c3","175","2022-05-11 16:52:02.286","UBBB","United Kingdom","2022-05-11 16:52:02.286","true",""
"reg: VQ-BVB, hex: 4243C3, airline: Silk Way West, model: B747-83QF","AZG203  ","EHAM","4243c3","176","2022-05-11 16:57:24.008","UBBB","United Kingdom","2022-05-11 16:57:24.008","true",""
"reg: TC-ACR, hex: 4B8472, airline: Qatar Airways, model: null","QTR8202 ","OTHH","4b8472","177","2022-05-12 00:10:25.979","EHAM","Turkey","2022-05-12 00:10:25.979","true",""
"reg: TC-ACR, hex: 4B8472, airline: Qatar Airways, model: null","QTR8202 ","OTHH","4b8472","178","2022-05-12 00:15:34.563","EHAM","Turkey","2022-05-12 00:15:34.563","true",""
"reg: TC-ACR, hex: 4B8472, airline: Qatar Airways, model: null","QTR8202 ","OTHH","4b8472","179","2022-05-12 00:20:41.053","EHAM","Turkey","2022-05-12 00:20:41.053","true",""
"reg: LX-JCV, hex: 4D0119, airline: Cargolux, model: B747-4EVERF","CLX4484 ","","4d0119","180","2022-05-12 11:51:28.709","ELLX","Luxembourg","2022-05-12 11:51:28.709","true",""
"reg: LX-JCV, hex: 4D0119, airline: Cargolux, model: B747-4EVERF","CLX4484 ","","4d0119","181","2022-05-12 11:57:02.457","ELLX","Luxembourg","2022-05-12 11:57:02.457","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","183","2022-05-13 23:54:32.521","KDOV","United States","2022-05-13 23:54:32.521","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","184","2022-05-14 00:00:03.863","KDOV","United States","2022-05-14 00:00:03.863","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","185","2022-05-14 00:05:27.176","KDOV","United States","2022-05-14 00:05:27.176","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","186","2022-05-14 00:10:50.58","KDOV","United States","2022-05-14 00:10:50.58","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","187","2022-05-14 00:16:10.234","KDOV","United States","2022-05-14 00:16:10.234","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","188","2022-05-14 00:21:27.578","KDOV","United States","2022-05-14 00:21:27.578","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","189","2022-05-14 00:26:39.14","KDOV","United States","2022-05-14 00:26:39.14","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","190","2022-05-14 00:31:49.468","KDOV","United States","2022-05-14 00:31:49.468","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","","acb84d","191","2022-05-14 00:37:00.293","KDOV","United States","2022-05-14 00:37:00.293","true",""
"reg: N919CA, hex: ACB84D, airline: National Airlines, model: B747-428BCF","CMB473  ","EPRZ","acb84d","192","2022-05-14 00:42:11.172","KDOV","United States","2022-05-14 00:42:11.172","true",""
"reg: ER-BAJ, hex: 504E4D, airline: Aerotranscargo, model: B747-412BDSF","ATG4419 ","","504e4d","193","2022-05-14 03:06:29.414","EDDP","Republic of Moldova","2022-05-14 03:06:29.414","true",""
"reg: ER-BAJ, hex: 504E4D, airline: Aerotranscargo, model: B747-412BDSF","ATG4419 ","","504e4d","194","2022-05-14 03:11:35.602","EDDP","Republic of Moldova","2022-05-14 03:11:35.602","true",""
"reg: A7-BGA, hex: 06A2C8, airline: Qatar Airways, model: B747-87UF","QTR38L  ","EHAM","06a2c8","195","2022-05-14 16:35:30.723","OTHH","Qatar","2022-05-14 16:35:30.723","true",""
"reg: A7-BGA, hex: 06A2C8, airline: Qatar Airways, model: B747-87UF","QTR38L  ","EHAM","06a2c8","196","2022-05-14 16:40:55.413","OTHH","Qatar","2022-05-14 16:40:55.413","true",""
"reg: A7-BGA, hex: 06A2C8, airline: Qatar Airways, model: B747-87UF","QTR38L  ","EHAM","06a2c8","197","2022-05-14 16:46:16.147","OTHH","Qatar","2022-05-14 16:46:16.147","true",""
"reg: A7-BGA, hex: 06A2C8, airline: Qatar Airways, model: B747-87UF","QTR38L  ","EHAM","06a2c8","198","2022-05-14 16:51:36.504","OTHH","Qatar","2022-05-14 16:51:36.504","true",""
"reg: N473MC, hex: A5CD55, airline: Atlas Air, model: B747-45EBDSF","GTI8153 ","EHAM","a5cd55","199","2022-05-14 16:56:54.233","UAAA","United States","2022-05-14 16:56:54.233","true",""
"reg: N473MC, hex: A5CD55, airline: Atlas Air, model: B747-45EBDSF","GTI8153 ","EHAM","a5cd55","200","2022-05-14 17:02:16.401","UAAA","United States","2022-05-14 17:02:16.401","true",""
"reg: N473MC, hex: A5CD55, airline: Atlas Air, model: B747-45EBDSF","GTI8153 ","EHAM","a5cd55","201","2022-05-14 17:07:41.193","UAAA","United States","2022-05-14 17:07:41.193","true",""
"reg: N662GT, hex: A8BC4F, airline: Atlas Air, model: B767-31AER","CMB557  ","","a8bc4f","202","2022-05-15 23:23:46.903","OKBK","United States","2022-05-15 23:23:46.903","true",""
"reg: N662GT, hex: A8BC4F, airline: Atlas Air, model: B767-31AER","CMB557  ","","a8bc4f","203","2022-05-15 23:26:34.748","OKBK","United States","2022-05-15 23:26:34.748","true",""
"reg: N452PA, hex: A57AD0, airline: Atlas Air, model: B747-46NF","GTI654  ","KORD","a57ad0","204","2022-05-15 23:29:56.565","PANC","United States","2022-05-15 23:29:56.565","false",""
"reg: D-ABYP, hex: 3C4B30, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b30","205","2022-05-15 23:29:56.57","EDDF","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABYR, hex: 3C4B32, airline: Lufthansa, model: B747-230B","DLH506  ","SBGR","3c4b32","206","2022-05-15 23:29:56.57","EDDF","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH463  ","EDDF","3c4b27","207","2022-05-15 23:29:56.57","KMIA","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH572  ","FAOR","3c4b26","208","2022-05-15 23:29:56.57","EDDF","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH507  ","EDDF","3c4b28","209","2022-05-15 23:29:56.57","SBGR","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH401  ","EDDF","3c4b2f","210","2022-05-15 23:29:56.57","KJFK","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABYM, hex: 3C4B2D, airline: Lufthansa, model: B747-830","DLH510  ","SAEZ","3c4b2d","211","2022-05-15 23:29:56.57","EDDF","Germany","2022-05-15 23:29:56.57","false",""
"reg: D-ABVY, hex: 3C4AD9, airline: Lufthansa, model: B747-430","DLH492  ","CYVR","3c4ad9","212","2022-05-15 23:29:56.573","EDDF","Germany","2022-05-15 23:29:56.573","false",""
"reg: N702CK, hex: A95C38, airline: Kalitta Air, model: B747-4B5FSCD","CKS816  ","RKSI","a95c38","213","2022-05-15 23:29:56.576","PANC","United States","2022-05-15 23:29:56.576","false",""
"reg: N756CA, hex: AA3086, airline: National Airlines, model: null","NCR571  ","","aa3086","214","2022-05-16 00:17:44.163","RKSI","United States","2022-05-16 00:17:44.163","false",""
"reg: B-LJB, hex: 780232, airline: Cathay Pacific, model: B747-867F","CPA3751 ","VHHH","780232","215","2022-05-16 00:17:44.163","RJBB","China","2022-05-16 00:17:44.163","false",""
"reg: N713CK, hex: A9876E, airline: ALS, model: B744","CKS902A ","RKSI","a9876e","216","2022-05-16 00:17:44.163","KLAX","United States","2022-05-16 00:17:44.163","false",""
"reg: HL-7629, hex: 71BE29, airline: Korean Air, model: B747-8B5F","KAL214  ","RKSI","71be29","217","2022-05-16 00:17:44.164","KSFO","Republic of Korea","2022-05-16 00:17:44.164","false",""
"reg: N489MC, hex: A60B1E, airline: Atlas Air, model: B747-412FSCD","GTI9869 ","","a60b1e","218","2022-05-16 00:17:44.164","RKSI","United States","2022-05-16 00:17:44.164","false",""
"reg: HL-7419, hex: 71BC19, airline: Asiana Airlines, model: B747-48EFSCD","AAR285  ","RKSI","71bc19","219","2022-05-16 00:31:59.404","PANC","Republic of Korea","2022-05-16 00:31:59.404","false",""
"reg: N852GT, hex: ABAF6E, airline: Polar Air Cargo, model: B747-87UF","PAC980  ","","abaf6e","220","2022-05-16 00:43:17.268","WSSS","United States","2022-05-16 00:43:17.268","false",""
"reg: N702CK, hex: A95C38, airline: Kalitta Air, model: B747-4B5FSCD","CKS816  ","RKSI","a95c38","221","2022-05-16 00:53:44.776","PANC","United States","2022-05-16 00:53:44.776","false",""
"reg: LX-VCH, hex: 4D0111, airline: Cargolux, model: B747-8R7F","CLX6347 ","VHHH","4d0111","222","2022-05-16 00:58:56.598","VTBS","Luxembourg","2022-05-16 00:58:56.598","false",""
"reg: N713CK, hex: A9876E, airline: ALS, model: B744","CKS902A ","RKSI","a9876e","223","2022-05-16 00:58:56.598","KLAX","United States","2022-05-16 00:58:56.598","false",""
"reg: N756CA, hex: AA3086, airline: National Airlines, model: null","NCR571  ","","aa3086","224","2022-05-16 01:09:16.06","RKSI","United States","2022-05-16 01:09:16.06","false",""
"reg: N700CK, hex: A954CA, airline: Kalitta Air, model: B747-4R7F","CKS936  ","","a954ca","225","2022-05-16 01:09:16.061","RKSI","United States","2022-05-16 01:09:16.061","false",""
"reg: B-18717, hex: 899103, airline: China Airlines, model: B747-409F","CAL5283 ","RCTP","899103","226","2022-05-16 01:09:16.061","PANC","Taiwan","2022-05-16 01:09:16.061","false",""
"reg: HL-8077, hex: 71C077, airline: Korean Air, model: B777-FB5","KAL320  ","RKSI","71c077","227","2022-05-16 01:19:46.755","ZGGG","Republic of Korea","2022-05-16 01:19:46.755","false",""
"reg: B-LJB, hex: 780232, airline: Cathay Pacific, model: B747-867F","CPA3751 ","VHHH","780232","228","2022-05-16 01:27:28.807","RJBB","China","2022-05-16 01:27:28.807","false",""
"reg: N702CK, hex: A95C38, airline: Kalitta Air, model: B747-4B5FSCD","CKS816  ","RKSI","a95c38","229","2022-05-16 01:38:10.99","PANC","United States","2022-05-16 01:38:10.99","false",""
"reg: B-LID, hex: 78021A, airline: Cathay Pacific, model: B747-467ERF","CPA3642 ","RCTP","78021a","230","2022-05-16 01:38:10.991","VHHH","China","2022-05-16 01:38:10.991","false",""
"reg: LX-VCM, hex: 4D0117, airline: Cargolux, model: B747-8R7F","CLX4357 ","PANC","4d0117","231","2022-05-16 01:43:29.959","VHHH","Luxembourg","2022-05-16 01:43:29.959","false",""
"reg: N412MC, hex: A4DCA4, airline: Atlas Air, model: B747-47UF","GTI8187 ","RKSI","a4dca4","232","2022-05-16 01:43:29.959","EHAM","United States","2022-05-16 01:43:29.959","false",""
"reg: N473MC, hex: A5CD55, airline: Atlas Air, model: B747-45EBDSF","GTI8679 ","","a5cd55","233","2022-05-16 01:54:19.543","RKSI","United States","2022-05-16 01:54:19.543","false",""
"reg: 4K-SW800, hex: 600B20, airline: Silk Way West, model: B747-4R7F","AZG4456 ","PANC","600b20","234","2022-05-16 01:54:19.544","RKSI","Azerbaijan","2022-05-16 01:54:19.544","false",""
"reg: B-LID, hex: 78021A, airline: Cathay Pacific, model: B747-467ERF","CPA3642 ","RCTP","78021a","235","2022-05-16 02:05:08.995","VHHH","China","2022-05-16 02:05:08.995","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","PANC","a98edc","236","2022-05-16 02:05:08.995","VHHH","United States","2022-05-16 02:05:08.995","false",""
"reg: HL-7609, hex: 71BE09, airline: Korean Air, model: B747-8HTF","KAL362  ","RKSI","71be09","237","2022-05-16 02:05:08.997","VVNB","Republic of Korea","2022-05-16 02:05:08.997","false",""
"reg: LX-VCM, hex: 4D0117, airline: Cargolux, model: B747-8R7F","CLX4357 ","PANC","4d0117","238","2022-05-16 02:10:38.65","VHHH","Luxembourg","2022-05-16 02:10:38.65","false",""
"reg: B-18773, hex: 8990A5, airline: China Airlines, model: B777-F","CAL5107 ","RCTP","8990a5","239","2022-05-16 02:10:38.651","KSFO","Taiwan","2022-05-16 02:10:38.651","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7974 ","KLAX","76ccd1","240","2022-05-16 02:16:08.14","PANC","Singapore","2022-05-16 02:16:08.14","false",""
"reg: N486MC, hex: A5FFF9, airline: Atlas Air, model: B744","GTI518  ","","a5fff9","241","2022-05-16 02:16:08.142","ZSPD","United States","2022-05-16 02:16:08.142","false",""
"reg: 4K-SW800, hex: 600B20, airline: Silk Way West, model: B747-4R7F","AZG4456 ","PANC","600b20","242","2022-05-16 02:16:08.142","RKSI","Azerbaijan","2022-05-16 02:16:08.142","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS851  ","PANC","a97639","243","2022-05-16 02:55:48.163","ZGGG","United States","2022-05-16 02:55:48.163","false",""
"reg: 9V-SFN, hex: 76CCCE, airline: Singapore Airlines, model: B747-412F","SIA7845 ","WSSS","76ccce","244","2022-05-16 02:55:48.166","ZSPD","Singapore","2022-05-16 02:55:48.166","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","PANC","a98edc","245","2022-05-16 02:55:48.166","VHHH","United States","2022-05-16 02:55:48.166","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS851  ","PANC","a97639","246","2022-05-16 03:00:03.606","ZGGG","United States","2022-05-16 03:00:03.606","false",""
"reg: 9V-SFN, hex: 76CCCE, airline: Singapore Airlines, model: B747-412F","SIA7845 ","WSSS","76ccce","247","2022-05-16 03:00:03.607","ZSPD","Singapore","2022-05-16 03:00:03.607","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","PANC","a98edc","248","2022-05-16 03:00:03.607","VHHH","United States","2022-05-16 03:00:03.607","false",""
"reg: N745CK, hex: AA0559, airline: Kalitta Air, model: B747-246B","CKS814  ","RKSI","aa0559","249","2022-05-16 03:00:03.607","PANC","United States","2022-05-16 03:00:03.607","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS851  ","PANC","a97639","250","2022-05-16 03:00:57.221","ZGGG","United States","2022-05-16 03:00:57.221","false",""
"reg: 9V-SFN, hex: 76CCCE, airline: Singapore Airlines, model: B747-412F","SIA7845 ","WSSS","76ccce","251","2022-05-16 03:00:57.221","ZSPD","Singapore","2022-05-16 03:00:57.221","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","PANC","a98edc","252","2022-05-16 03:00:57.221","VHHH","United States","2022-05-16 03:00:57.221","false",""
"reg: N745CK, hex: AA0559, airline: Kalitta Air, model: B747-246B","CKS814  ","RKSI","aa0559","253","2022-05-16 03:00:57.222","PANC","United States","2022-05-16 03:00:57.222","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS851  ","PANC","a97639","254","2022-05-16 03:02:54.424","ZGGG","United States","2022-05-16 03:02:54.424","false",""
"reg: 9V-SFN, hex: 76CCCE, airline: Singapore Airlines, model: B747-412F","SIA7845 ","WSSS","76ccce","255","2022-05-16 03:02:54.425","ZSPD","Singapore","2022-05-16 03:02:54.425","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","PANC","a98edc","256","2022-05-16 03:02:54.425","VHHH","United States","2022-05-16 03:02:54.425","false",""
"reg: N745CK, hex: AA0559, airline: Kalitta Air, model: B747-246B","CKS814  ","RKSI","aa0559","257","2022-05-16 03:02:54.425","PANC","United States","2022-05-16 03:02:54.425","false",""
"reg: N496MC, hex: A62778, airline: Atlas Air, model: B747-47UF","GTI8766 ","RKSI","a62778","258","2022-05-16 03:02:54.425","KLAX","United States","2022-05-16 03:02:54.425","false",""
"reg: N489MC, hex: A60B1E, airline: Atlas Air, model: B747-412FSCD","GTI9869 ","","a60b1e","259","2022-05-16 03:04:41.022","RKSI","United States","2022-05-16 03:04:41.022","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS851  ","PANC","a97639","260","2022-05-16 03:06:39.018","ZGGG","United States","2022-05-16 03:06:39.018","false",""
"reg: 9V-SFN, hex: 76CCCE, airline: Singapore Airlines, model: B747-412F","SIA7845 ","WSSS","76ccce","261","2022-05-16 03:06:39.035","ZSPD","Singapore","2022-05-16 03:06:39.035","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","PANC","a98edc","262","2022-05-16 03:06:39.037","VHHH","United States","2022-05-16 03:06:39.037","false",""
"reg: N745CK, hex: AA0559, airline: Kalitta Air, model: B747-246B","CKS814  ","RKSI","aa0559","263","2022-05-16 03:06:39.045","PANC","United States","2022-05-16 03:06:39.045","false",""
"reg: N496MC, hex: A62778, airline: Atlas Air, model: B747-47UF","GTI8766 ","RKSI","a62778","264","2022-05-16 03:06:39.045","KLAX","United States","2022-05-16 03:06:39.045","false",""
"reg: N489MC, hex: A60B1E, airline: Atlas Air, model: B747-412FSCD","GTI9869 ","","a60b1e","265","2022-05-16 03:06:39.051","RKSI","United States","2022-05-16 03:06:39.051","false",""
"reg: N625UP, hex: A82AA0, airline: UPS, model: B747-8F","UPS76   ","PANC","a82aa0","266","2022-05-16 03:06:39.013","KSDF","United States","2022-05-16 03:06:39.013","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b29","267","2022-05-16 03:06:39.014","KIAD","Germany","2022-05-16 03:06:39.014","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b2c","268","2022-05-16 03:06:39.014","KLAX","Germany","2022-05-16 03:06:39.014","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","269","2022-05-16 03:06:39.016","CYYZ","Germany","2022-05-16 03:06:39.016","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH712  ","RKSI","3c4b31","270","2022-05-16 03:19:08.297","EDDF","Germany","2022-05-16 03:19:08.297","false",""
"reg: HL-7423, hex: 71BC23, airline: Asiana Airlines, model: B747-48EBDSF","AAR242  ","KORD","71bc23","271","2022-05-16 03:20:21.153","PANC","Republic of Korea","2022-05-16 03:20:21.153","false",""
"reg: N716CK, hex: A99293, airline: Kalitta Air, model: B747-4B5FSCD","CKS961  ","KLAX","a99293","272","2022-05-16 03:21:14.634","PANC","United States","2022-05-16 03:21:14.634","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH712  ","RKSI","3c4b31","273","2022-05-16 03:21:49.623","EDDF","Germany","2022-05-16 03:21:49.623","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH419  ","EDDF","3c4b29","274","2022-05-16 03:21:49.623","KIAD","Germany","2022-05-16 03:21:49.623","false",""
"reg: D-ABYL, hex: 3C4B2C, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b2c","275","2022-05-16 03:21:49.623","KLAX","Germany","2022-05-16 03:21:49.623","false",""
"reg: D-ABVW, hex: 3C4AD7, airline: Lufthansa, model: B747-430","DLH755  ","EDDF","3c4ad7","276","2022-05-16 03:21:49.625","VOBL","Germany","2022-05-16 03:21:49.625","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4acd","277","2022-05-16 03:21:49.625","CYYZ","Germany","2022-05-16 03:21:49.625","false",""
"reg: N477MC, hex: A5DC31, airline: Atlas Air, model: B747-47UF","GTI55   ","SBKP","a5dc31","278","2022-05-16 03:21:49.627","KMIA","United States","2022-05-16 03:21:49.627","false",""
"reg: N709CK, hex: A97639, airline: Kalitta Air, model: B747-4B5(BCF)","CKS851  ","PANC","a97639","279","2022-05-16 03:21:49.627","ZGGG","United States","2022-05-16 03:21:49.627","false",""
"reg: N404KZ, hex: A4BC76, airline: Atlas Air, model: B747-481FSCD","GTI7168 ","KDFW","a4bc76","280","2022-05-16 03:21:49.627","PANC","United States","2022-05-16 03:21:49.627","false",""
"reg: N429MC, hex: A51E24, airline: Atlas Air, model: B747-481BCF","GTI8373 ","KMIA","a51e24","281","2022-05-16 03:21:49.633","PANC","United States","2022-05-16 03:21:49.633","false",""
"reg: N716CK, hex: A99293, airline: Kalitta Air, model: B747-4B5FSCD","CKS961  ","KLAX","a99293","282","2022-05-16 03:21:49.634","PANC","United States","2022-05-16 03:21:49.634","false",""
"reg: OE-IFB, hex: 4408FD, airline: ASL Airlines Belgium, model: B747-4B5ERF","TAY816  ","","4408fd","283","2022-05-16 03:28:09.75","","Austria","2022-05-16 03:28:09.75","false",""
"reg: OE-IFB, hex: 4408FD, airline: ASL Airlines Belgium, model: B747-4B5ERF","TAY816  ","","4408fd","284","2022-05-16 03:29:20.679","","Austria","2022-05-16 03:29:20.679","false",""
"reg: OE-IFB, hex: 4408FD, airline: ASL Airlines Belgium, model: B747-4B5ERF","TAY816  ","","4408fd","285","2022-05-16 03:32:34.689","","Austria","2022-05-16 03:32:34.689","false",""
"reg: OE-IFB, hex: 4408FD, airline: ASL Airlines Belgium, model: B747-4B5ERF","TAY816  ","","4408fd","286","2022-05-16 03:33:42.121","","Austria","2022-05-16 03:33:42.121","false",""
"reg: N573UP, hex: A75B5E, airline: UPS, model: B747-44AFSCD","UPS54   ","","a75b5e","287","2022-05-16 03:34:18.003","RKSI","United States","2022-05-16 03:34:18.003","false",""
"reg: B-LIA, hex: 780217, airline: Cathay Pacific, model: B747-467ERF","CPA3769 ","VIDP","780217","288","2022-05-16 03:34:18.003","VHHH","China","2022-05-16 03:34:18.003","false",""
"reg: N445MC, hex: A55E46, airline: Atlas Air, model: B747-4B5ERF","GTI8030 ","KMIA","a55e46","289","2022-05-16 03:34:18.003","SCEL","United States","2022-05-16 03:34:18.003","false",""
"reg: N415MC, hex: A4E7C9, airline: Atlas Air, model: B747-47UF","GTI8983 ","RKSI","a4e7c9","290","2022-05-16 03:34:18.003","KDFW","United States","2022-05-16 03:34:18.003","false",""
"reg: N607UP, hex: A7E310, airline: UPS, model: B747-8F","UPS74   ","ZGSZ","a7e310","291","2022-05-16 03:34:18.003","PANC","United States","2022-05-16 03:34:18.003","false",""
"reg: N429MC, hex: A51E24, airline: Atlas Air, model: B747-481BCF","GTI8373 ","KMIA","a51e24","292","2022-05-16 03:41:47.896","PANC","United States","2022-05-16 03:41:47.896","false",""
"reg: N401KZ, hex: A4B151, airline: Kalitta Air, model: B747-481FSCD","CKS995  ","KORD","a4b151","293","2022-05-16 03:41:47.896","PANC","United States","2022-05-16 03:41:47.896","false",""
"reg: N487MC, hex: A603B0, airline: Atlas Air, model: B747-45EFSCD","GTI8794 ","PANC","a603b0","294","2022-05-16 03:41:47.896","RKSI","United States","2022-05-16 03:41:47.896","false",""
"reg: N782CK, hex: AA9830, airline: Kalitta Air, model: B747-4HQERF","CKS902  ","RKSI","aa9830","295","2022-05-16 03:41:47.896","PANC","United States","2022-05-16 03:41:47.896","false",""
"reg: LX-VCD, hex: 4D0104, airline: Cargolux, model: B747-8R7F","CLX7587 ","","4d0104","296","2022-05-16 03:41:47.897","WMKK","Luxembourg","2022-05-16 03:41:47.897","false",""
"reg: JA18KZ, hex: 8478AB, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA159  ","RJAA","8478ab","297","2022-05-16 03:41:47.897","PANC","Japan","2022-05-16 03:41:47.897","false",""
"reg: N473MC, hex: A5CD55, airline: Atlas Air, model: B747-45EBDSF","GTI8679 ","PANC","a5cd55","298","2022-05-16 03:45:07.987","VHHH","United States","2022-05-16 03:45:07.987","false",""
"reg: N578UP, hex: A76DF1, airline: UPS, model: B747-45EBCF","UPS71   ","PANC","a76df1","299","2022-05-16 03:49:34.383","ZGSZ","United States","2022-05-16 03:49:34.383","false",""
"reg: N415MC, hex: A4E7C9, airline: Atlas Air, model: B747-47UF","GTI8983 ","RKSI","a4e7c9","300","2022-05-16 03:49:34.384","KDFW","United States","2022-05-16 03:49:34.384","false",""
"reg: B-LJL, hex: 780A6F, airline: Cathay Pacific, model: B747-867F","CPA3663 ","VABB","780a6f","301","2022-05-16 03:51:13.209","VHHH","China","2022-05-16 03:51:13.209","false",""
"reg: LX-JCV, hex: 4D0119, airline: Cargolux, model: B747-4EVERF","CLX92W  ","KHSV","4d0119","302","2022-05-16 03:51:13.215","KBHM","Luxembourg","2022-05-16 03:51:13.215","false",""
"reg: N743CK, hex: A9FDEB, airline: ALS, model: B747-446BCF","CKS368  ","PHNL","a9fdeb","303","2022-05-16 11:36:40.39","KLAX","United States","2022-05-16 11:36:40.39","false",""
"reg: D-ABYK, hex: 3C4B2B, airline: Lufthansa, model: B747-830","DLH462  ","KMIA","3c4b2b","304","2022-05-16 11:36:40.389","EDDF","Germany","2022-05-16 11:36:40.389","false",""
"reg: N617UP, hex: A80A8F, airline: UPS, model: B747-8F","UPS59   ","KONT","a80a8f","305","2022-05-16 11:38:47.284","PANC","United States","2022-05-16 11:38:47.284","false",""
"reg: B-LIA, hex: 780217, airline: Cathay Pacific, model: B747-467ERF","CPA3768 ","VHHH","780217","306","2022-05-16 11:39:30.001","VIDP","China","2022-05-16 11:39:30.001","false",""
"reg: N404KZ, hex: A4BC76, airline: Atlas Air, model: B747-481FSCD","GTI7165 ","PANC","a4bc76","307","2022-05-16 11:42:04.172","KORD","United States","2022-05-16 11:42:04.172","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","KJFK","a98edc","308","2022-05-16 11:43:55.699","PANC","United States","2022-05-16 11:43:55.699","false",""
"reg: LX-VCB, hex: 4D0101, airline: Cargolux, model: B747-8R7F","CLX7957 ","","4d0101","309","2022-05-16 11:45:44.986","WSSS","Luxembourg","2022-05-16 11:45:44.986","false",""
"reg: N575UP, hex: A762CC, airline: UPS, model: B747-44AFSCD","UPS39   ","RKSI","a762cc","310","2022-05-16 11:46:37.098","YSSY","United States","2022-05-16 11:46:37.098","false",""
"reg: JA14KZ, hex: 846A5B, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA101  ","RJAA","846a5b","311","2022-05-16 11:47:29.646","KLAX","Japan","2022-05-16 11:47:29.646","false",""
